date,product_id,location_code,warehouse_id,inventory_level,units_sold,units_received
2024-03-08,P001,WH2-Z3-A2-R2-S2,WH2,422,39,0
2024-03-09,P001,WH2-Z3-A2-R2-S2,WH2,368,54,0
2024-03-10,P001,WH2-Z3-A2-R2-S2,WH2,314,54,0
2024-03-11,P001,WH2-Z3-A2-R2-S2,WH2,277,37,0
2024-03-12,P001,WH2-Z3-A2-R2-S2,WH2,241,36,0
2024-03-13,P001,WH2-Z3-A2-R2-S2,WH2,204,37,0
2024-03-14,P001,WH2-Z3-A2-R2-S2,WH2,168,36,0
2024-03-15,P001,WH2-Z3-A2-R2-S2,WH2,133,35,0
2024-03-16,P001,WH2-Z3-A2-R2-S2,WH2,86,47,0
2024-03-17,P001,WH2-Z3-A2-R2-S2,WH2,34,52,0
2024-03-18,P001,WH2-Z3-A2-R2-S2,WH2,0,34,0
2024-03-19,P001,WH2-Z3-A2-R2-S2,WH2,687,39,726
2024-03-20,P001,WH2-Z3-A2-R2-S2,WH2,660,27,0
2024-03-21,P001,WH2-Z3-A2-R2-S2,WH2,626,34,0
2024-03-22,P001,WH2-Z3-A2-R2-S2,WH2,591,35,0
2024-03-23,P001,WH2-Z3-A2-R2-S2,WH2,542,49,0
2024-03-24,P001,WH2-Z3-A2-R2-S2,WH2,496,46,0
2024-03-25,P001,WH2-Z3-A2-R2-S2,WH2,460,36,0
2024-03-26,P001,WH2-Z3-A2-R2-S2,WH2,428,32,0
2024-03-27,P001,WH2-Z3-A2-R2-S2,WH2,397,31,0
2024-03-28,P001,WH2-Z3-A2-R2-S2,WH2,370,27,0
2024-03-29,P001,WH2-Z3-A2-R2-S2,WH2,331,39,0
2024-03-30,P001,WH2-Z3-A2-R2-S2,WH2,273,58,0
2024-03-31,P001,WH2-Z3-A2-R2-S2,WH2,108,165,0
2024-04-01,P001,WH2-Z3-A2-R2-S2,WH2,84,24,0
2024-04-02,P001,WH2-Z3-A2-R2-S2,WH2,40,44,0
2024-04-03,P001,WH2-Z3-A2-R2-S2,WH2,12,28,0
2024-04-04,P001,WH2-Z3-A2-R2-S2,WH2,0,12,0
2024-04-05,P001,WH2-Z3-A2-R2-S2,WH2,0,0,0
2024-04-06,P001,WH2-Z3-A2-R2-S2,WH2,0,0,0
2024-04-07,P001,WH2-Z3-A2-R2-S2,WH2,689,37,726
2024-04-08,P001,WH2-Z3-A2-R2-S2,WH2,644,45,0
2024-04-09,P001,WH2-Z3-A2-R2-S2,WH2,599,45,0
2024-04-10,P001,WH2-Z3-A2-R2-S2,WH2,476,123,0
2024-04-11,P001,WH2-Z3-A2-R2-S2,WH2,436,40,0
2024-04-12,P001,WH2-Z3-A2-R2-S2,WH2,407,29,0
2024-04-13,P001,WH2-Z3-A2-R2-S2,WH2,361,46,0
2024-04-14,P001,WH2-Z3-A2-R2-S2,WH2,314,47,0
2024-04-15,P001,WH2-Z3-A2-R2-S2,WH2,283,31,0
2024-04-16,P001,WH2-Z3-A2-R2-S2,WH2,243,40,0
2024-04-17,P001,WH2-Z3-A2-R2-S2,WH2,206,37,0
2024-04-18,P001,WH2-Z3-A2-R2-S2,WH2,170,36,0
2024-04-19,P001,WH2-Z3-A2-R2-S2,WH2,135,35,0
2024-04-20,P001,WH2-Z3-A2-R2-S2,WH2,88,47,0
2024-04-21,P001,WH2-Z3-A2-R2-S2,WH2,45,43,0
2024-04-22,P001,WH2-Z3-A2-R2-S2,WH2,10,35,0
2024-04-23,P001,WH2-Z3-A2-R2-S2,WH2,0,10,0
2024-04-24,P001,WH2-Z3-A2-R2-S2,WH2,697,29,726
2024-04-25,P001,WH2-Z3-A2-R2-S2,WH2,665,32,0
2024-04-26,P001,WH2-Z3-A2-R2-S2,WH2,629,36,0
2024-04-27,P001,WH2-Z3-A2-R2-S2,WH2,568,61,0
2024-04-28,P001,WH2-Z3-A2-R2-S2,WH2,525,43,0
2024-04-29,P001,WH2-Z3-A2-R2-S2,WH2,498,27,0
2024-04-30,P001,WH2-Z3-A2-R2-S2,WH2,461,37,0
2024-05-01,P001,WH2-Z3-A2-R2-S2,WH2,429,32,0
2024-05-02,P001,WH2-Z3-A2-R2-S2,WH2,397,32,0
2024-05-03,P001,WH2-Z3-A2-R2-S2,WH2,355,42,0
2024-05-04,P001,WH2-Z3-A2-R2-S2,WH2,302,53,0
2024-05-05,P001,WH2-Z3-A2-R2-S2,WH2,263,39,0
2024-05-06,P001,WH2-Z3-A2-R2-S2,WH2,224,39,0
2024-05-07,P001,WH2-Z3-A2-R2-S2,WH2,195,29,0
2024-05-08,P001,WH2-Z3-A2-R2-S2,WH2,157,38,0
2024-05-09,P001,WH2-Z3-A2-R2-S2,WH2,122,35,0
2024-05-10,P001,WH2-Z3-A2-R2-S2,WH2,99,23,0
2024-05-11,P001,WH2-Z3-A2-R2-S2,WH2,48,51,0
2024-05-12,P001,WH2-Z3-A2-R2-S2,WH2,6,42,0
2024-05-13,P001,WH2-Z3-A2-R2-S2,WH2,702,30,726
2024-05-14,P001,WH2-Z3-A2-R2-S2,WH2,666,36,0
2024-05-15,P001,WH2-Z3-A2-R2-S2,WH2,626,40,0
2024-05-16,P001,WH2-Z3-A2-R2-S2,WH2,577,49,0
2024-05-17,P001,WH2-Z3-A2-R2-S2,WH2,537,40,0
2024-05-18,P001,WH2-Z3-A2-R2-S2,WH2,492,45,0
2024-05-19,P001,WH2-Z3-A2-R2-S2,WH2,447,45,0
2024-05-20,P001,WH2-Z3-A2-R2-S2,WH2,413,34,0
2024-05-21,P001,WH2-Z3-A2-R2-S2,WH2,385,28,0
2024-05-22,P001,WH2-Z3-A2-R2-S2,WH2,336,49,0
2024-05-23,P001,WH2-Z3-A2-R2-S2,WH2,302,34,0
2024-05-24,P001,WH2-Z3-A2-R2-S2,WH2,269,33,0
2024-05-25,P001,WH2-Z3-A2-R2-S2,WH2,223,46,0
2024-05-26,P001,WH2-Z3-A2-R2-S2,WH2,180,43,0
2024-05-27,P001,WH2-Z3-A2-R2-S2,WH2,140,40,0
2024-05-28,P001,WH2-Z3-A2-R2-S2,WH2,101,39,0
2024-05-29,P001,WH2-Z3-A2-R2-S2,WH2,62,39,0
2024-05-30,P001,WH2-Z3-A2-R2-S2,WH2,18,44,0
2024-05-31,P001,WH2-Z3-A2-R2-S2,WH2,0,18,0
2024-06-01,P001,WH2-Z3-A2-R2-S2,WH2,579,147,726
2024-06-02,P001,WH2-Z3-A2-R2-S2,WH2,527,52,0
2024-06-03,P001,WH2-Z3-A2-R2-S2,WH2,494,33,0
2024-06-04,P001,WH2-Z3-A2-R2-S2,WH2,472,22,0
2024-06-05,P001,WH2-Z3-A2-R2-S2,WH2,435,37,0
2024-06-06,P001,WH2-Z3-A2-R2-S2,WH2,399,36,0
2024-06-07,P001,WH2-Z3-A2-R2-S2,WH2,364,35,0
2024-06-08,P001,WH2-Z3-A2-R2-S2,WH2,316,48,0
2024-06-09,P001,WH2-Z3-A2-R2-S2,WH2,266,50,0
2024-06-10,P001,WH2-Z3-A2-R2-S2,WH2,233,33,0
2024-06-11,P001,WH2-Z3-A2-R2-S2,WH2,201,32,0
2024-06-12,P001,WH2-Z3-A2-R2-S2,WH2,176,25,0
2024-06-13,P001,WH2-Z3-A2-R2-S2,WH2,140,36,0
2024-06-14,P001,WH2-Z3-A2-R2-S2,WH2,115,25,0
2024-06-15,P001,WH2-Z3-A2-R2-S2,WH2,63,52,0
2024-06-16,P001,WH2-Z3-A2-R2-S2,WH2,21,42,0
2024-06-17,P001,WH2-Z3-A2-R2-S2,WH2,711,36,726
2024-06-18,P001,WH2-Z3-A2-R2-S2,WH2,690,21,0
2024-06-19,P001,WH2-Z3-A2-R2-S2,WH2,650,40,0
2024-06-20,P001,WH2-Z3-A2-R2-S2,WH2,614,36,0
2024-06-21,P001,WH2-Z3-A2-R2-S2,WH2,575,39,0
2024-06-22,P001,WH2-Z3-A2-R2-S2,WH2,521,54,0
2024-06-23,P001,WH2-Z3-A2-R2-S2,WH2,484,37,0
2024-06-24,P001,WH2-Z3-A2-R2-S2,WH2,447,37,0
2024-06-25,P001,WH2-Z3-A2-R2-S2,WH2,411,36,0
2024-06-26,P001,WH2-Z3-A2-R2-S2,WH2,376,35,0
2024-06-27,P001,WH2-Z3-A2-R2-S2,WH2,333,43,0
2024-06-28,P001,WH2-Z3-A2-R2-S2,WH2,294,39,0
2024-06-29,P001,WH2-Z3-A2-R2-S2,WH2,239,55,0
2024-06-30,P001,WH2-Z3-A2-R2-S2,WH2,197,42,0
2024-07-01,P001,WH2-Z3-A2-R2-S2,WH2,48,149,0
2024-07-02,P001,WH2-Z3-A2-R2-S2,WH2,18,30,0
2024-07-03,P001,WH2-Z3-A2-R2-S2,WH2,0,18,0
2024-07-04,P001,WH2-Z3-A2-R2-S2,WH2,0,0,0
2024-07-05,P001,WH2-Z3-A2-R2-S2,WH2,0,0,0
2024-07-06,P001,WH2-Z3-A2-R2-S2,WH2,671,55,726
2024-07-07,P001,WH2-Z3-A2-R2-S2,WH2,615,56,0
2024-07-08,P001,WH2-Z3-A2-R2-S2,WH2,587,28,0
2024-07-09,P001,WH2-Z3-A2-R2-S2,WH2,542,45,0
2024-07-10,P001,WH2-Z3-A2-R2-S2,WH2,513,29,0
2024-07-11,P001,WH2-Z3-A2-R2-S2,WH2,479,34,0
2024-07-12,P001,WH2-Z3-A2-R2-S2,WH2,344,135,0
2024-07-13,P001,WH2-Z3-A2-R2-S2,WH2,309,35,0
2024-07-14,P001,WH2-Z3-A2-R2-S2,WH2,272,37,0
2024-07-15,P001,WH2-Z3-A2-R2-S2,WH2,161,111,0
2024-07-16,P001,WH2-Z3-A2-R2-S2,WH2,51,110,0
2024-07-17,P001,WH2-Z3-A2-R2-S2,WH2,12,39,0
2024-07-18,P001,WH2-Z3-A2-R2-S2,WH2,0,12,0
2024-07-19,P001,WH2-Z3-A2-R2-S2,WH2,0,0,0
2024-07-20,P001,WH2-Z3-A2-R2-S2,WH2,0,0,0
2024-07-21,P001,WH2-Z3-A2-R2-S2,WH2,0,0,0
2024-07-22,P001,WH2-Z3-A2-R2-S2,WH2,685,41,726
2024-07-23,P001,WH2-Z3-A2-R2-S2,WH2,655,30,0
2024-07-24,P001,WH2-Z3-A2-R2-S2,WH2,621,34,0
2024-07-25,P001,WH2-Z3-A2-R2-S2,WH2,579,42,0
2024-07-26,P001,WH2-Z3-A2-R2-S2,WH2,548,31,0
2024-07-27,P001,WH2-Z3-A2-R2-S2,WH2,507,41,0
2024-07-28,P001,WH2-Z3-A2-R2-S2,WH2,442,65,0
2024-07-29,P001,WH2-Z3-A2-R2-S2,WH2,398,44,0
2024-07-30,P001,WH2-Z3-A2-R2-S2,WH2,359,39,0
2024-07-31,P001,WH2-Z3-A2-R2-S2,WH2,328,31,0
2024-08-01,P001,WH2-Z3-A2-R2-S2,WH2,299,29,0
2024-08-02,P001,WH2-Z3-A2-R2-S2,WH2,263,36,0
2024-08-03,P001,WH2-Z3-A2-R2-S2,WH2,224,39,0
2024-08-04,P001,WH2-Z3-A2-R2-S2,WH2,185,39,0
2024-08-05,P001,WH2-Z3-A2-R2-S2,WH2,154,31,0
2024-08-06,P001,WH2-Z3-A2-R2-S2,WH2,126,28,0
2024-08-07,P001,WH2-Z3-A2-R2-S2,WH2,12,114,0
2024-08-08,P001,WH2-Z3-A2-R2-S2,WH2,0,12,0
2024-08-09,P001,WH2-Z3-A2-R2-S2,WH2,0,0,0
2024-08-10,P001,WH2-Z3-A2-R2-S2,WH2,680,46,726
2024-08-11,P001,WH2-Z3-A2-R2-S2,WH2,630,50,0
2024-08-12,P001,WH2-Z3-A2-R2-S2,WH2,586,44,0
2024-08-13,P001,WH2-Z3-A2-R2-S2,WH2,559,27,0
2024-08-14,P001,WH2-Z3-A2-R2-S2,WH2,530,29,0
2024-08-15,P001,WH2-Z3-A2-R2-S2,WH2,483,47,0
2024-08-16,P001,WH2-Z3-A2-R2-S2,WH2,440,43,0
2024-08-17,P001,WH2-Z3-A2-R2-S2,WH2,396,44,0
2024-08-18,P001,WH2-Z3-A2-R2-S2,WH2,356,40,0
2024-08-19,P001,WH2-Z3-A2-R2-S2,WH2,308,48,0
2024-08-20,P001,WH2-Z3-A2-R2-S2,WH2,272,36,0
2024-08-21,P001,WH2-Z3-A2-R2-S2,WH2,241,31,0
2024-08-22,P001,WH2-Z3-A2-R2-S2,WH2,204,37,0
2024-08-23,P001,WH2-Z3-A2-R2-S2,WH2,170,34,0
2024-08-24,P001,WH2-Z3-A2-R2-S2,WH2,121,49,0
2024-08-25,P001,WH2-Z3-A2-R2-S2,WH2,92,29,0
2024-08-26,P001,WH2-Z3-A2-R2-S2,WH2,53,39,0
2024-08-27,P001,WH2-Z3-A2-R2-S2,WH2,19,34,0
2024-08-28,P001,WH2-Z3-A2-R2-S2,WH2,711,34,726
2024-08-29,P001,WH2-Z3-A2-R2-S2,WH2,678,33,0
2024-08-30,P001,WH2-Z3-A2-R2-S2,WH2,646,32,0
2024-08-31,P001,WH2-Z3-A2-R2-S2,WH2,611,35,0
2024-09-01,P001,WH2-Z3-A2-R2-S2,WH2,566,45,0
2024-09-02,P001,WH2-Z3-A2-R2-S2,WH2,533,33,0
2024-09-03,P001,WH2-Z3-A2-R2-S2,WH2,494,39,0
2024-09-04,P001,WH2-Z3-A2-R2-S2,WH2,459,35,0
2024-09-05,P001,WH2-Z3-A2-R2-S2,WH2,423,36,0
2024-09-06,P001,WH2-Z3-A2-R2-S2,WH2,392,31,0
2024-09-07,P001,WH2-Z3-A2-R2-S2,WH2,346,46,0
2024-09-08,P001,WH2-Z3-A2-R2-S2,WH2,293,53,0
2024-09-09,P001,WH2-Z3-A2-R2-S2,WH2,256,37,0
2024-09-10,P001,WH2-Z3-A2-R2-S2,WH2,223,33,0
2024-09-11,P001,WH2-Z3-A2-R2-S2,WH2,198,25,0
2024-09-12,P001,WH2-Z3-A2-R2-S2,WH2,162,36,0
2024-09-13,P001,WH2-Z3-A2-R2-S2,WH2,125,37,0
2024-09-14,P001,WH2-Z3-A2-R2-S2,WH2,70,55,0
2024-09-15,P001,WH2-Z3-A2-R2-S2,WH2,21,49,0
2024-09-16,P001,WH2-Z3-A2-R2-S2,WH2,0,21,0
2024-09-17,P001,WH2-Z3-A2-R2-S2,WH2,694,32,726
2024-09-18,P001,WH2-Z3-A2-R2-S2,WH2,667,27,0
2024-09-19,P001,WH2-Z3-A2-R2-S2,WH2,620,47,0
2024-09-20,P001,WH2-Z3-A2-R2-S2,WH2,588,32,0
2024-09-21,P001,WH2-Z3-A2-R2-S2,WH2,541,47,0
2024-09-22,P001,WH2-Z3-A2-R2-S2,WH2,495,46,0
2024-09-23,P001,WH2-Z3-A2-R2-S2,WH2,460,35,0
2024-09-24,P001,WH2-Z3-A2-R2-S2,WH2,433,27,0
2024-09-25,P001,WH2-Z3-A2-R2-S2,WH2,396,37,0
2024-09-26,P001,WH2-Z3-A2-R2-S2,WH2,371,25,0
2024-09-27,P001,WH2-Z3-A2-R2-S2,WH2,333,38,0
2024-09-28,P001,WH2-Z3-A2-R2-S2,WH2,283,50,0
2024-09-29,P001,WH2-Z3-A2-R2-S2,WH2,242,41,0
2024-09-30,P001,WH2-Z3-A2-R2-S2,WH2,207,35,0
2024-10-01,P001,WH2-Z3-A2-R2-S2,WH2,168,39,0
2024-10-02,P001,WH2-Z3-A2-R2-S2,WH2,129,39,0
2024-10-03,P001,WH2-Z3-A2-R2-S2,WH2,79,50,0
2024-10-04,P001,WH2-Z3-A2-R2-S2,WH2,39,40,0
2024-10-05,P001,WH2-Z3-A2-R2-S2,WH2,0,39,0
2024-10-06,P001,WH2-Z3-A2-R2-S2,WH2,672,54,726
2024-10-07,P001,WH2-Z3-A2-R2-S2,WH2,640,32,0
2024-10-08,P001,WH2-Z3-A2-R2-S2,WH2,609,31,0
2024-10-09,P001,WH2-Z3-A2-R2-S2,WH2,570,39,0
2024-10-10,P001,WH2-Z3-A2-R2-S2,WH2,544,26,0
2024-10-11,P001,WH2-Z3-A2-R2-S2,WH2,499,45,0
2024-10-12,P001,WH2-Z3-A2-R2-S2,WH2,443,56,0
2024-10-13,P001,WH2-Z3-A2-R2-S2,WH2,399,44,0
2024-10-14,P001,WH2-Z3-A2-R2-S2,WH2,368,31,0
2024-10-15,P001,WH2-Z3-A2-R2-S2,WH2,332,36,0
2024-10-16,P001,WH2-Z3-A2-R2-S2,WH2,296,36,0
2024-10-17,P001,WH2-Z3-A2-R2-S2,WH2,268,28,0
2024-10-18,P001,WH2-Z3-A2-R2-S2,WH2,233,35,0
2024-10-19,P001,WH2-Z3-A2-R2-S2,WH2,179,54,0
2024-10-20,P001,WH2-Z3-A2-R2-S2,WH2,132,47,0
2024-10-21,P001,WH2-Z3-A2-R2-S2,WH2,99,33,0
2024-10-22,P001,WH2-Z3-A2-R2-S2,WH2,61,38,0
2024-10-23,P001,WH2-Z3-A2-R2-S2,WH2,28,33,0
2024-10-24,P001,WH2-Z3-A2-R2-S2,WH2,0,28,0
2024-10-25,P001,WH2-Z3-A2-R2-S2,WH2,697,29,726
2024-10-26,P001,WH2-Z3-A2-R2-S2,WH2,658,39,0
2024-10-27,P001,WH2-Z3-A2-R2-S2,WH2,611,47,0
2024-10-28,P001,WH2-Z3-A2-R2-S2,WH2,573,38,0
2024-10-29,P001,WH2-Z3-A2-R2-S2,WH2,532,41,0
2024-10-30,P001,WH2-Z3-A2-R2-S2,WH2,504,28,0
2024-10-31,P001,WH2-Z3-A2-R2-S2,WH2,471,33,0
2024-11-01,P001,WH2-Z3-A2-R2-S2,WH2,439,32,0
2024-11-02,P001,WH2-Z3-A2-R2-S2,WH2,392,47,0
2024-11-03,P001,WH2-Z3-A2-R2-S2,WH2,342,50,0
2024-11-04,P001,WH2-Z3-A2-R2-S2,WH2,298,44,0
2024-11-05,P001,WH2-Z3-A2-R2-S2,WH2,268,30,0
2024-11-06,P001,WH2-Z3-A2-R2-S2,WH2,226,42,0
2024-11-07,P001,WH2-Z3-A2-R2-S2,WH2,186,40,0
2024-11-08,P001,WH2-Z3-A2-R2-S2,WH2,158,28,0
2024-11-09,P001,WH2-Z3-A2-R2-S2,WH2,112,46,0
2024-11-10,P001,WH2-Z3-A2-R2-S2,WH2,69,43,0
2024-11-11,P001,WH2-Z3-A2-R2-S2,WH2,32,37,0
2024-11-12,P001,WH2-Z3-A2-R2-S2,WH2,9,23,0
2024-11-13,P001,WH2-Z3-A2-R2-S2,WH2,699,36,726
2024-11-14,P001,WH2-Z3-A2-R2-S2,WH2,665,34,0
2024-11-15,P001,WH2-Z3-A2-R2-S2,WH2,562,103,0
2024-11-16,P001,WH2-Z3-A2-R2-S2,WH2,504,58,0
2024-11-17,P001,WH2-Z3-A2-R2-S2,WH2,454,50,0
2024-11-18,P001,WH2-Z3-A2-R2-S2,WH2,421,33,0
2024-11-19,P001,WH2-Z3-A2-R2-S2,WH2,387,34,0
2024-11-20,P001,WH2-Z3-A2-R2-S2,WH2,363,24,0
2024-11-21,P001,WH2-Z3-A2-R2-S2,WH2,326,37,0
2024-11-22,P001,WH2-Z3-A2-R2-S2,WH2,291,35,0
2024-11-23,P001,WH2-Z3-A2-R2-S2,WH2,245,46,0
2024-11-24,P001,WH2-Z3-A2-R2-S2,WH2,198,47,0
2024-11-25,P001,WH2-Z3-A2-R2-S2,WH2,160,38,0
2024-11-26,P001,WH2-Z3-A2-R2-S2,WH2,126,34,0
2024-11-27,P001,WH2-Z3-A2-R2-S2,WH2,92,34,0
2024-11-28,P001,WH2-Z3-A2-R2-S2,WH2,51,41,0
2024-11-29,P001,WH2-Z3-A2-R2-S2,WH2,24,27,0
2024-11-30,P001,WH2-Z3-A2-R2-S2,WH2,0,24,0
2024-12-01,P001,WH2-Z3-A2-R2-S2,WH2,685,41,726
2024-12-02,P001,WH2-Z3-A2-R2-S2,WH2,653,32,0
2024-12-03,P001,WH2-Z3-A2-R2-S2,WH2,619,34,0
2024-12-04,P001,WH2-Z3-A2-R2-S2,WH2,575,44,0
2024-12-05,P001,WH2-Z3-A2-R2-S2,WH2,530,45,0
2024-12-06,P001,WH2-Z3-A2-R2-S2,WH2,491,39,0
2024-12-07,P001,WH2-Z3-A2-R2-S2,WH2,440,51,0
2024-12-08,P001,WH2-Z3-A2-R2-S2,WH2,386,54,0
2024-12-09,P001,WH2-Z3-A2-R2-S2,WH2,344,42,0
2024-12-10,P001,WH2-Z3-A2-R2-S2,WH2,300,44,0
2024-12-11,P001,WH2-Z3-A2-R2-S2,WH2,210,90,0
2024-12-12,P001,WH2-Z3-A2-R2-S2,WH2,172,38,0
2024-12-13,P001,WH2-Z3-A2-R2-S2,WH2,127,45,0
2024-12-14,P001,WH2-Z3-A2-R2-S2,WH2,67,60,0
2024-12-15,P001,WH2-Z3-A2-R2-S2,WH2,15,52,0
2024-12-16,P001,WH2-Z3-A2-R2-S2,WH2,0,15,0
2024-12-17,P001,WH2-Z3-A2-R2-S2,WH2,0,0,0
2024-12-18,P001,WH2-Z3-A2-R2-S2,WH2,685,41,726
2024-12-19,P001,WH2-Z3-A2-R2-S2,WH2,645,40,0
2024-12-20,P001,WH2-Z3-A2-R2-S2,WH2,606,39,0
2024-12-21,P001,WH2-Z3-A2-R2-S2,WH2,557,49,0
2024-12-22,P001,WH2-Z3-A2-R2-S2,WH2,517,40,0
2024-12-23,P001,WH2-Z3-A2-R2-S2,WH2,484,33,0
2024-12-24,P001,WH2-Z3-A2-R2-S2,WH2,442,42,0
2024-12-25,P001,WH2-Z3-A2-R2-S2,WH2,409,33,0
2024-12-26,P001,WH2-Z3-A2-R2-S2,WH2,364,45,0
2024-12-27,P001,WH2-Z3-A2-R2-S2,WH2,329,35,0
2024-12-28,P001,WH2-Z3-A2-R2-S2,WH2,280,49,0
2024-12-29,P001,WH2-Z3-A2-R2-S2,WH2,238,42,0
2024-12-30,P001,WH2-Z3-A2-R2-S2,WH2,198,40,0
2024-01-01,P001,WH2-Z1-A2-R4-S1,WH2,1133,44,0
2024-01-02,P001,WH2-Z1-A2-R4-S1,WH2,1092,41,0
2024-01-03,P001,WH2-Z1-A2-R4-S1,WH2,968,124,0
2024-01-04,P001,WH2-Z1-A2-R4-S1,WH2,925,43,0
2024-01-05,P001,WH2-Z1-A2-R4-S1,WH2,868,57,0
2024-01-06,P001,WH2-Z1-A2-R4-S1,WH2,795,73,0
2024-01-07,P001,WH2-Z1-A2-R4-S1,WH2,733,62,0
2024-01-08,P001,WH2-Z1-A2-R4-S1,WH2,695,38,0
2024-01-09,P001,WH2-Z1-A2-R4-S1,WH2,640,55,0
2024-01-10,P001,WH2-Z1-A2-R4-S1,WH2,579,61,0
2024-01-11,P001,WH2-Z1-A2-R4-S1,WH2,523,56,0
