date,vehicle_id,odometer_km,engine_temp_avg_c,engine_temp_max_c,oil_pressure_psi,battery_voltage,brake_pad_wear_pct,tire_pressure_avg_psi,fuel_consumed_liters,idle_time_minutes
2024-03-07,TRK-001,196407.4,91.5,104.7,35.0,13.89,50.7,34.8,15.42,54
2024-03-08,TRK-001,196407.4,90.3,102.3,39.4,13.8,50.7,34.9,0.0,8
2024-03-09,TRK-001,196535.3,91.9,104.9,39.0,13.88,51.1,34.5,8.6,30
2024-03-10,TRK-001,196733.2,87.7,100.0,35.8,13.75,51.5,33.9,13.4,34
2024-03-11,TRK-001,196892.9,90.7,105.0,37.2,14.11,51.9,35.8,11.01,22
2024-03-12,TRK-001,196892.9,92.1,104.7,38.5,13.96,51.9,34.1,0.0,3
2024-03-13,TRK-001,197160.3,92.7,105.8,38.2,14.04,52.5,34.0,18.19,34
2024-03-14,TRK-001,197160.3,89.3,103.6,41.2,13.75,52.5,34.3,0.0,0
2024-03-15,TRK-001,197326.5,94.8,106.9,35.8,14.1,52.9,35.2,11.37,44
2024-03-16,TRK-001,197503.2,91.9,105.1,38.2,14.06,53.4,36.9,12.11,32
2024-03-17,TRK-001,197631.3,92.5,106.3,38.0,13.81,53.7,35.2,8.76,14
2024-03-18,TRK-001,197838.8,92.8,105.7,41.0,14.09,54.2,34.1,13.99,49
2024-03-19,TRK-001,198038.3,92.0,105.4,39.4,13.81,54.6,35.2,13.63,18
2024-03-20,TRK-001,198337.9,90.6,103.1,39.5,13.69,55.3,36.9,20.14,41
2024-03-21,TRK-001,198539.9,92.2,105.4,42.3,13.89,55.8,36.0,13.57,63
2024-03-22,TRK-001,198691.9,91.3,105.0,39.4,13.96,56.2,34.0,10.91,54
2024-03-23,TRK-001,198691.9,91.9,104.5,39.6,13.92,56.2,33.8,0.0,15
2024-03-24,TRK-001,198884.6,93.7,105.8,38.1,13.98,56.6,33.6,13.26,40
2024-03-25,TRK-001,198884.6,90.2,102.3,40.2,13.9,56.6,35.6,0.0,6
2024-03-26,TRK-001,199044.4,92.8,105.0,37.2,14.05,57.0,34.8,10.89,11
2024-03-27,TRK-001,199328.2,89.6,103.5,39.1,14.01,57.7,35.1,19.26,58
2024-03-28,TRK-001,199606.3,92.5,105.9,36.3,13.69,58.4,34.2,18.79,27
2024-03-29,TRK-001,199786.5,90.8,104.6,38.6,13.93,58.8,36.4,12.49,35
2024-03-30,TRK-001,200031.3,90.9,103.1,40.3,14.09,59.4,33.6,16.63,30
2024-03-31,TRK-001,200126.1,93.9,106.8,40.7,13.83,59.6,34.3,6.58,47
2024-04-01,TRK-001,200477.3,93.5,106.6,37.5,13.92,60.4,34.7,23.79,53
2024-04-02,TRK-001,200699.7,90.7,106.0,36.7,13.81,61.0,35.0,15.13,41
2024-04-03,TRK-001,200753.8,90.6,104.7,40.3,13.94,61.1,36.2,4.29,44
2024-04-04,TRK-001,201015.2,93.8,107.9,39.8,13.96,61.7,36.0,18.09,47
2024-04-05,TRK-001,201227.7,90.7,103.4,37.7,13.96,62.2,35.4,14.35,38
2024-04-06,TRK-001,201364.6,93.0,109.3,36.0,13.99,62.5,35.6,9.23,42
2024-04-07,TRK-001,201500.8,94.6,107.7,36.9,13.85,62.9,34.7,9.28,31
2024-04-08,TRK-001,201500.8,108.1,126.7,32.5,13.83,62.9,36.7,0.0,0
2024-04-09,TRK-001,201789.2,97.9,112.6,35.4,13.76,63.6,34.9,19.71,35
2024-04-10,TRK-001,201956.8,99.0,113.8,34.9,14.03,64.0,35.3,11.33,48
2024-04-11,TRK-001,202135.6,103.9,125.2,30.7,13.81,64.4,33.8,12.26,52
2024-04-12,TRK-001,202343.9,94.7,110.3,31.3,13.99,64.9,35.7,13.98,22
2024-04-13,TRK-001,202497.9,110.7,126.8,26.3,13.9,65.2,34.8,10.73,47
2024-04-14,TRK-001,202696.3,101.9,118.2,32.1,13.82,65.7,35.6,13.84,41
2024-04-15,TRK-001,202948.0,104.9,121.8,30.8,13.92,66.3,34.1,17.27,49
2024-04-16,TRK-001,203181.3,102.5,121.9,31.4,13.78,66.9,34.8,16.14,17
2024-04-17,TRK-001,203333.1,106.5,124.3,29.7,14.11,67.2,33.5,10.78,57
2024-04-18,TRK-001,203584.9,103.1,120.4,29.5,13.87,67.8,33.5,17.36,14
2024-04-19,TRK-001,203835.2,105.0,123.9,29.5,13.75,68.4,36.0,16.83,20
2024-04-20,TRK-001,203949.2,108.1,127.0,28.5,13.73,68.7,34.2,7.78,67
2024-04-21,TRK-001,204094.9,94.2,107.2,38.2,13.95,69.0,34.7,9.8,28
2024-04-22,TRK-001,204363.5,92.0,104.6,38.7,13.66,69.7,35.8,18.43,0
2024-04-23,TRK-001,204550.5,92.7,105.9,37.3,13.98,70.1,35.2,12.98,36
2024-04-24,TRK-001,204826.1,92.9,105.0,38.8,13.94,70.8,37.2,18.58,53
2024-04-25,TRK-001,204826.1,92.4,106.4,39.2,13.77,70.8,35.6,0.0,29
2024-04-26,TRK-001,205072.8,90.9,103.7,38.5,13.94,71.4,35.3,17.2,44
2024-04-27,TRK-001,205114.3,90.6,103.8,40.0,13.97,71.5,35.6,3.3,34
2024-04-28,TRK-001,205114.3,91.8,106.7,38.6,13.77,71.5,33.7,0.0,0
2024-04-29,TRK-001,205266.6,91.6,104.9,36.8,13.83,71.8,35.2,10.66,59
2024-04-30,TRK-001,205547.8,91.6,106.6,35.1,14.17,72.5,33.7,19.29,72
2024-05-01,TRK-001,205813.8,93.0,106.0,38.2,13.95,73.1,34.8,17.86,25
2024-05-02,TRK-001,205994.8,90.4,105.2,38.8,14.07,73.6,35.8,12.54,51
2024-05-03,TRK-001,206219.2,91.9,104.3,37.2,13.97,74.1,36.7,15.13,25
2024-05-04,TRK-001,206345.5,93.0,105.8,38.9,14.06,74.4,35.1,8.52,46
2024-05-05,TRK-001,206458.2,92.8,105.3,39.3,13.74,74.7,36.0,7.68,49
2024-05-06,TRK-001,206653.0,93.6,106.1,38.1,14.05,75.1,34.4,13.4,68
2024-05-07,TRK-001,206911.0,91.0,105.9,38.1,13.95,75.8,36.1,17.93,42
2024-05-08,TRK-001,207137.8,96.3,109.3,37.4,14.1,76.3,36.5,15.45,61
2024-05-09,TRK-001,207313.1,91.0,103.1,37.7,13.88,76.7,34.3,12.01,48
2024-05-10,TRK-001,207561.2,93.5,107.7,35.7,13.94,77.3,36.1,17.32,44
2024-05-11,TRK-001,207693.4,91.1,103.2,37.2,13.98,77.6,34.2,9.5,34
2024-05-12,TRK-001,207876.1,93.1,105.4,37.0,13.86,78.1,36.1,13.19,44
2024-05-13,TRK-001,208080.6,92.7,106.3,39.2,13.97,78.5,34.0,14.0,35
2024-05-14,TRK-001,208218.5,93.0,109.5,37.0,13.64,78.9,35.3,9.26,50
2024-05-15,TRK-001,208430.2,92.9,106.0,37.9,14.04,79.4,35.5,14.41,35
2024-05-16,TRK-001,208688.8,90.7,103.6,38.6,13.9,80.0,36.0,17.37,49
2024-05-17,TRK-001,208887.0,93.0,106.8,35.0,13.91,80.5,34.7,13.51,39
2024-05-18,TRK-001,209017.5,89.0,102.1,37.2,13.88,80.8,33.9,9.37,55
2024-05-19,TRK-001,209017.5,91.1,103.7,38.4,13.83,80.8,34.6,0.0,0
2024-05-20,TRK-001,209229.1,92.5,106.6,38.7,13.9,81.3,35.4,14.58,17
2024-05-21,TRK-001,209407.3,91.9,106.0,38.3,14.02,81.7,34.5,12.44,34
2024-05-22,TRK-001,209609.2,88.0,100.4,37.7,13.95,82.2,33.7,13.56,46
2024-05-23,TRK-001,209740.8,95.5,109.0,36.8,13.9,82.5,36.1,9.75,32
2024-05-24,TRK-001,210047.0,91.9,107.2,37.6,14.02,83.2,34.5,20.82,31
2024-05-25,TRK-001,210047.0,92.1,104.6,39.8,14.07,83.2,36.1,0.0,17
2024-05-26,TRK-001,210175.8,91.0,103.2,39.1,13.82,83.5,36.8,8.79,41
2024-05-27,TRK-001,210366.3,94.3,108.4,37.1,13.74,84.0,35.6,12.96,32
2024-05-28,TRK-001,210657.9,93.4,108.1,39.9,13.81,84.7,33.7,19.7,34
2024-05-29,TRK-001,210921.9,94.2,109.4,37.7,13.9,85.3,36.3,18.01,46
2024-05-30,TRK-001,211134.6,90.9,104.9,37.0,13.66,85.8,36.9,14.37,34
2024-05-31,TRK-001,211297.7,93.7,107.2,38.9,13.93,86.2,35.8,11.43,36
2024-06-01,TRK-001,211458.7,94.1,107.3,38.7,13.74,86.6,35.4,11.01,46
2024-06-02,TRK-001,211611.1,93.4,105.5,41.7,14.03,86.9,33.3,10.95,47
2024-06-03,TRK-001,211908.0,93.3,106.8,38.3,13.75,87.7,34.8,20.16,46
2024-06-04,TRK-001,212176.0,94.6,109.2,37.7,13.77,88.3,35.3,18.56,23
2024-06-05,TRK-001,212444.0,91.7,105.3,40.9,13.85,88.9,35.2,18.56,13
2024-06-06,TRK-001,212734.7,91.3,103.9,38.7,13.8,89.6,37.0,19.56,28
2024-06-07,TRK-001,213070.9,94.2,107.2,39.9,13.97,90.4,35.7,22.89,38
2024-06-08,TRK-001,213070.9,94.0,111.0,37.5,14.01,90.4,35.6,0.0,17
2024-06-09,TRK-001,213070.9,91.1,105.8,35.8,13.89,90.4,34.9,0.0,15
2024-06-10,TRK-001,213311.9,93.2,105.7,41.1,13.77,91.0,34.7,16.63,34
2024-06-11,TRK-001,213639.1,94.7,109.9,37.8,13.77,91.8,35.1,22.09,36
2024-06-12,TRK-001,213923.0,92.0,106.5,37.9,13.95,92.4,34.8,19.5,37
2024-06-13,TRK-001,214152.9,95.1,108.0,40.8,13.85,93.0,34.5,15.83,42
2024-06-14,TRK-001,214402.2,92.5,104.9,37.1,13.79,93.6,35.3,17.07,25
2024-06-15,TRK-001,214605.4,91.9,105.4,38.4,13.81,94.1,32.8,13.93,34
2024-06-16,TRK-001,214605.4,92.7,104.9,38.5,13.98,94.1,35.1,0.0,0
2024-06-17,TRK-001,214877.1,90.3,102.4,38.8,13.74,94.7,35.4,18.88,54
2024-06-18,TRK-001,215086.7,91.4,108.2,39.3,13.85,95.2,35.9,14.18,40
2024-06-19,TRK-001,215275.9,92.4,106.1,36.9,13.55,95.7,35.4,13.64,24
2024-06-20,TRK-001,215471.0,92.4,104.5,40.4,13.91,96.1,34.4,13.35,46
2024-06-21,TRK-001,215677.8,90.8,103.2,38.6,14.09,96.6,35.3,13.99,16
2024-06-22,TRK-001,215801.9,91.1,103.1,38.5,14.01,96.9,34.1,8.75,45
2024-06-23,TRK-001,215934.9,90.0,104.0,39.7,13.82,97.2,36.7,9.1,56
2024-06-24,TRK-001,216104.1,92.5,105.3,39.8,13.98,97.6,35.8,11.47,45
2024-06-25,TRK-001,216318.4,91.7,105.6,37.1,13.95,98.2,36.9,14.39,58
2024-06-26,TRK-001,216563.2,92.3,104.7,40.0,14.07,98.7,33.9,16.44,34
2024-06-27,TRK-001,216824.0,92.9,105.4,38.7,13.86,99.4,35.3,17.57,56
2024-06-28,TRK-001,217039.9,89.2,105.2,38.2,14.06,99.9,34.9,14.69,52
2024-06-29,TRK-001,217039.9,93.7,106.4,39.1,13.87,99.9,34.7,0.0,0
2024-06-30,TRK-001,217206.0,94.4,106.4,39.8,13.85,2.9,35.4,11.51,43
2024-07-01,TRK-001,217498.1,90.6,104.0,37.8,13.96,3.6,34.5,20.15,52
2024-07-02,TRK-001,217678.5,91.3,104.1,39.1,13.92,4.0,35.3,12.36,54
2024-07-03,TRK-001,217923.7,93.4,109.5,37.0,13.92,4.6,33.5,16.51,53
2024-07-04,TRK-001,218127.7,92.2,105.0,38.8,13.92,5.1,35.6,13.9,34
2024-07-05,TRK-001,218404.3,91.5,104.7,39.3,13.85,5.7,35.3,18.92,39
2024-07-06,TRK-001,218530.5,91.9,105.8,39.5,13.71,6.0,34.1,8.85,62
2024-07-07,TRK-001,218695.1,91.3,103.4,38.5,13.84,6.4,34.3,11.19,54
2024-07-08,TRK-001,218976.0,93.2,106.4,38.6,14.02,7.1,32.6,19.12,12
2024-07-09,TRK-001,219252.4,92.8,107.9,41.3,13.77,7.7,36.1,18.96,49
2024-07-10,TRK-001,219471.2,91.0,104.0,41.4,13.88,8.3,35.1,14.7,62
2024-07-11,TRK-001,219697.1,92.1,107.8,37.7,13.64,8.8,34.8,15.34,21
2024-07-12,TRK-001,219932.6,90.1,104.5,37.9,13.81,9.4,35.3,16.56,40
2024-07-13,TRK-001,220020.2,92.1,108.0,37.1,13.93,9.6,35.1,5.88,53
2024-07-14,TRK-001,220111.4,90.0,102.9,35.8,13.71,9.8,35.2,6.75,51
2024-07-15,TRK-001,220350.1,91.4,107.4,37.3,13.94,10.3,34.3,16.37,34
2024-07-16,TRK-001,220574.7,92.5,105.3,38.0,13.82,10.9,35.2,15.51,58
2024-07-17,TRK-001,220816.5,93.6,107.0,38.9,13.98,11.5,35.1,16.91,29
2024-07-18,TRK-001,221019.9,92.6,106.1,38.5,13.78,11.9,36.1,14.04,44
2024-07-19,TRK-001,221344.9,91.2,105.8,37.0,13.77,12.7,34.8,22.02,45
2024-07-20,TRK-001,221465.3,93.7,108.7,39.4,13.69,13.0,36.2,8.49,54
2024-07-21,TRK-001,221579.6,90.5,102.8,37.0,13.85,13.3,35.0,8.24,55
2024-07-22,TRK-001,221725.2,91.1,104.2,39.7,14.09,13.6,33.9,9.79,42
2024-07-23,TRK-001,221954.2,90.6,103.3,38.3,13.84,14.2,34.9,15.81,33
2024-07-24,TRK-001,221954.2,92.0,105.3,40.5,13.97,14.2,34.7,0.0,1
2024-07-25,TRK-001,222107.2,90.1,104.2,39.0,13.66,14.5,35.2,10.89,42
2024-07-26,TRK-001,222246.8,91.6,104.4,37.2,13.83,14.9,34.8,10.16,48
2024-07-27,TRK-001,222365.3,90.7,104.3,38.0,14.18,15.1,35.3,8.74,54
2024-07-28,TRK-001,222468.8,92.3,105.1,42.0,13.72,15.4,35.2,7.38,39
2024-07-29,TRK-001,222681.7,92.9,107.0,37.4,14.0,15.9,34.9,14.29,43
2024-07-30,TRK-001,222822.8,94.5,108.9,37.0,13.82,16.2,34.5,10.32,82
2024-07-31,TRK-001,223114.9,91.9,104.3,38.9,14.08,16.9,36.0,19.66,52
2024-08-01,TRK-001,223379.6,92.8,106.5,38.3,13.85,17.6,36.0,18.07,44
2024-08-02,TRK-001,223669.2,91.6,105.2,37.0,13.82,18.3,34.5,19.64,48
2024-08-03,TRK-001,223669.2,93.8,106.4,39.3,14.04,18.3,35.6,0.0,21
2024-08-04,TRK-001,223669.2,91.2,103.5,38.2,13.7,18.3,33.5,0.0,0
2024-08-05,TRK-001,223804.1,92.8,106.5,38.3,13.8,18.6,35.6,9.7,27
2024-08-06,TRK-001,224079.9,91.5,104.6,38.0,13.98,19.2,34.7,19.12,36
2024-08-07,TRK-001,224314.2,92.9,105.3,40.2,13.74,19.8,32.3,16.45,55
2024-08-08,TRK-001,224489.3,93.7,108.2,39.4,13.97,20.2,35.2,12.21,39
2024-08-09,TRK-001,224719.3,89.7,101.9,37.3,13.85,20.8,34.5,15.77,54
2024-08-10,TRK-001,224719.3,91.5,105.0,38.3,14.01,20.8,34.1,0.0,22
2024-08-11,TRK-001,224719.3,90.3,102.8,37.1,13.84,20.8,35.8,0.0,9
2024-08-12,TRK-001,224939.1,93.7,108.1,38.2,14.14,21.3,36.4,14.96,27
2024-08-13,TRK-001,225174.9,92.8,107.0,37.4,13.86,21.8,35.6,15.88,32
2024-08-14,TRK-001,225262.1,92.5,107.1,36.2,13.87,22.0,33.7,6.34,34
2024-08-15,TRK-001,225525.0,90.7,104.6,39.7,13.89,22.7,35.6,18.27,49
2024-08-16,TRK-001,225821.2,93.8,107.2,39.7,13.74,23.4,36.4,19.95,36
2024-08-17,TRK-001,225920.8,92.3,105.2,38.3,13.78,23.6,35.7,6.77,24
2024-08-18,TRK-001,226087.6,88.7,100.7,38.1,13.9,24.0,35.5,12.01,41
2024-08-19,TRK-001,226355.3,93.7,106.7,38.8,13.9,24.6,35.6,18.11,30
2024-08-20,TRK-001,226355.3,94.1,107.9,37.2,13.64,24.6,35.2,0.0,0
2024-08-21,TRK-001,226595.5,92.9,106.4,37.9,14.08,25.2,33.6,16.16,15
2024-08-22,TRK-001,226791.4,92.5,105.6,39.0,13.91,25.7,34.8,13.42,30
2024-08-23,TRK-001,227087.9,93.4,107.5,36.7,13.93,26.4,35.4,20.53,24
2024-08-24,TRK-001,227247.6,92.2,105.3,37.8,13.68,26.8,35.3,11.15,36
2024-08-25,TRK-001,227293.1,92.8,105.5,41.0,13.9,26.9,34.8,3.12,57
2024-08-26,TRK-001,227495.7,92.4,105.1,37.9,13.75,27.4,35.4,13.62,43
2024-08-27,TRK-001,227830.0,90.4,102.4,38.5,13.82,28.2,35.4,22.69,45
2024-08-28,TRK-001,228012.4,93.9,108.1,40.1,14.04,28.6,35.2,12.24,60
2024-08-29,TRK-001,228012.4,90.6,103.4,39.0,14.01,28.6,34.6,0.0,10
2024-08-30,TRK-001,228242.7,91.8,106.6,37.1,13.94,29.1,34.3,15.99,16
2024-08-31,TRK-001,228274.9,94.2,107.8,37.2,13.99,29.2,33.2,2.65,48
2024-09-01,TRK-001,228324.5,92.6,108.2,38.5,13.88,29.3,33.6,3.55,75
2024-09-02,TRK-001,228510.1,90.4,105.2,37.9,14.01,29.8,34.9,13.04,38
2024-09-03,TRK-001,228713.3,90.9,104.2,37.7,13.95,30.3,35.0,14.15,33
2024-09-04,TRK-001,229007.5,90.9,103.4,39.1,14.04,31.0,33.4,19.95,37
2024-09-05,TRK-001,229274.0,88.5,101.8,37.2,13.78,31.6,34.1,18.37,49
2024-09-06,TRK-001,229417.5,91.5,104.3,39.8,13.78,31.9,34.6,9.94,34
2024-09-07,TRK-001,229619.0,89.8,102.5,37.3,13.93,32.4,36.6,13.72,30
2024-09-08,TRK-001,229779.3,90.2,102.6,39.6,13.78,32.8,34.7,11.56,82
2024-09-09,TRK-001,230065.7,94.2,107.9,39.3,13.89,33.5,36.0,19.39,47
2024-09-10,TRK-001,230268.6,90.8,105.9,38.8,13.99,34.0,35.4,13.62,47
2024-09-11,TRK-001,230523.0,91.8,104.6,37.2,14.07,34.6,34.9,17.39,24
2024-09-12,TRK-001,230779.8,92.7,105.5,38.2,13.82,35.2,35.6,17.43,31
2024-09-13,TRK-001,230960.4,92.2,105.6,36.6,13.78,35.6,35.3,12.38,49
2024-09-14,TRK-001,231149.3,93.0,105.8,37.6,13.92,36.1,33.4,13.09,19
2024-09-15,TRK-001,231338.5,91.2,104.9,37.2,13.88,36.5,34.4,13.42,29
2024-09-16,TRK-001,231561.8,91.8,106.4,38.4,13.96,37.0,36.0,15.14,19
2024-09-17,TRK-001,231778.2,91.8,103.9,37.4,13.7,37.6,33.8,15.12,29
2024-09-18,TRK-001,231915.5,91.2,105.8,36.0,13.82,37.9,34.9,9.59,24
2024-09-19,TRK-001,232151.3,93.3,106.7,38.0,13.92,38.4,35.2,16.42,55
2024-09-20,TRK-001,232423.9,90.8,104.5,39.3,14.08,39.1,34.0,18.7,42
2024-09-21,TRK-001,232540.2,93.1,108.1,40.5,13.99,39.4,34.2,7.82,34
2024-09-22,TRK-001,232696.5,92.6,106.4,39.7,13.86,39.7,35.5,10.5,36
2024-09-23,TRK-001,232943.9,93.0,105.8,35.9,13.85,40.3,36.5,16.61,37
2024-09-24,TRK-001,233109.5,93.8,106.2,37.4,13.93,40.7,35.3,11.42,28
2024-09-25,TRK-001,233427.6,92.2,105.0,40.4,14.02,41.5,35.4,21.91,41
2024-09-26,TRK-001,233703.1,94.1,106.5,37.0,13.9,42.1,35.6,18.92,71
2024-09-27,TRK-001,233975.6,92.2,105.6,39.7,13.98,42.8,36.9,18.62,24
2024-09-28,TRK-001,234204.3,91.5,103.5,37.3,14.0,43.3,34.7,15.35,11
2024-09-29,TRK-001,234204.3,94.0,109.1,38.1,13.93,43.3,34.7,0.0,0
2024-09-30,TRK-001,234421.4,92.2,106.0,39.2,13.94,43.9,35.5,14.7,29
2024-10-01,TRK-001,234657.8,90.0,102.9,35.1,13.96,44.4,35.9,16.13,52
2024-10-02,TRK-001,234882.7,93.2,106.8,38.2,13.63,45.0,34.8,15.17,80
2024-10-03,TRK-001,235135.2,94.1,108.9,38.3,13.92,45.6,34.6,17.39,43
2024-10-04,TRK-001,235394.8,91.2,104.9,37.5,13.86,46.2,35.9,17.92,39
2024-10-05,TRK-001,235394.8,92.3,104.4,38.7,13.81,46.2,34.7,0.0,0
2024-10-06,TRK-001,235451.9,91.8,107.2,39.5,14.15,46.3,33.6,4.58,43
2024-10-07,TRK-001,235683.3,90.6,106.6,39.5,13.87,46.9,35.5,15.63,25
2024-10-08,TRK-001,235869.0,92.1,104.5,36.7,13.98,47.3,35.8,12.48,18
2024-10-09,TRK-001,236098.0,91.5,105.0,40.9,14.02,47.8,34.0,15.87,40
2024-10-10,TRK-001,236326.6,94.7,107.0,39.6,13.82,48.4,33.8,15.66,37
2024-10-11,TRK-001,236543.9,94.2,107.2,38.8,13.91,48.9,35.2,14.66,29
2024-10-12,TRK-001,236575.6,93.7,106.1,37.2,13.76,49.0,34.4,2.37,7
2024-10-13,TRK-001,236768.5,94.3,109.0,37.8,14.15,49.4,35.2,13.5,44
